Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Paralog count	Ortholog count	
PBANKA_0206400	PBANKA_0206400.1	Plasmodium berghei ANKA	PbANKA_02_v3:220,299..222,227(-)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	PF3D7_0106900	0	44	
PBANKA_0206500	PBANKA_0206500.1	Plasmodium berghei ANKA	PbANKA_02_v3:223,458..225,365(-)	ras-related protein Rab-5C, putative	PF3D7_0106800	0	45	
PBANKA_0206600	PBANKA_0206600.1	Plasmodium berghei ANKA	PbANKA_02_v3:226,766..230,323(-)	asparagine and aspartate rich protein 2, putative	PF3D7_0106700	0	44	
PBANKA_0206900	PBANKA_0206900.1	Plasmodium berghei ANKA	PbANKA_02_v3:238,071..239,009(-)	pre-rRNA-processing protein TSR2, putative	PF3D7_0106400	0	45	
PBANKA_0207000	PBANKA_0207000.1	Plasmodium berghei ANKA	PbANKA_02_v3:241,695..245,253(+)	calcium-transporting ATPase, putative	PF3D7_0106300,PF3D7_1211900	1	91	
PBANKA_0207100	PBANKA_0207100.1	Plasmodium berghei ANKA	PbANKA_02_v3:246,014..246,841(+)	EF hand domain-containing protein, putative	PF3D7_0106200	0	44	
PBANKA_0207200	PBANKA_0207200.1	Plasmodium berghei ANKA	PbANKA_02_v3:247,988..249,139(+)	V-type proton ATPase subunit C, putative	PF3D7_0106100	0	45	
PBANKA_0207300	PBANKA_0207300.1	Plasmodium berghei ANKA	PbANKA_02_v3:250,559..252,652(+)	conserved protein, unknown function	PF3D7_0106000	1	59	
PBANKA_0207400	PBANKA_0207400.1	Plasmodium berghei ANKA	PbANKA_02_v3:253,106..254,641(-)	3'-5' exonuclease, putative	PF3D7_0105900	0	46	
PBANKA_0207500	PBANKA_0207500.1	Plasmodium berghei ANKA	PbANKA_02_v3:256,770..259,326(+)	cyclin-dependent kinases regulatory subunit, putative	PF3D7_0105800,PF3D7_0923500	1	90	
PBANKA_0207700	PBANKA_0207700.1	Plasmodium berghei ANKA	PbANKA_02_v3:270,966..274,970(+)	FtsJ-like methyltransferase, putative	PF3D7_0105600	0	47	
PBANKA_0207800	PBANKA_0207800.1	Plasmodium berghei ANKA	PbANKA_02_v3:275,979..276,968(+)	conserved protein, unknown function	PF3D7_0105500	0	44	
PBANKA_0207900	PBANKA_0207900.1	Plasmodium berghei ANKA	PbANKA_02_v3:277,689..278,269(+)	conserved Plasmodium protein, unknown function	PF3D7_0105400	0	45	
PBANKA_0208000	PBANKA_0208000.1	Plasmodium berghei ANKA	PbANKA_02_v3:279,027..279,777(+)	cyclase-associated protein	PF3D7_0105300	0	45	
PBANKA_0208100	PBANKA_0208100.1	Plasmodium berghei ANKA	PbANKA_02_v3:280,842..282,512(+)	heptatricopeptide repeat and RAP domain-containing protein, putative	PF3D7_0105200	0	45	
PBANKA_0208200	PBANKA_0208200.1	Plasmodium berghei ANKA	PbANKA_02_v3:283,069..283,497(-)	conserved Plasmodium protein, unknown function	PF3D7_0105100	0	45	
PBANKA_0208300	PBANKA_0208300.1	Plasmodium berghei ANKA	PbANKA_02_v3:286,146..287,666(-)	novel putative transporter 1	PF3D7_0104800	0	48	
PBANKA_0208400	PBANKA_0208400.1	Plasmodium berghei ANKA	PbANKA_02_v3:288,951..290,825(-)	major facilitator superfamily-related transporter, putative	PF3D7_0104700	0	42	
PBANKA_0208600	PBANKA_0208600.1	Plasmodium berghei ANKA	PbANKA_02_v3:295,938..296,759(+)	conserved protein, unknown function	PF3D7_0104500	0	45	
PBANKA_0208700	PBANKA_0208700.1	Plasmodium berghei ANKA	PbANKA_02_v3:297,100..298,578(-)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative	PF3D7_0104400	0	45	
PBANKA_0208900	PBANKA_0208900.1	Plasmodium berghei ANKA	PbANKA_02_v3:312,305..313,630(+)	StAR-related lipid transfer protein, putative	PF3D7_0104200	0	45	
PBANKA_0209000	PBANKA_0209000.1	Plasmodium berghei ANKA	PbANKA_02_v3:314,627..317,168(-)	protein E140, putative	PF3D7_0104100	0	45	
PBANKA_0209100	PBANKA_0209100.1	Plasmodium berghei ANKA	PbANKA_02_v3:319,172..319,980(-)	thrombospondin-related sporozoite protein	PF3D7_0104000	0	44	
PBANKA_0209200	PBANKA_0209200.1	Plasmodium berghei ANKA	PbANKA_02_v3:320,987..322,504(-)	parasite-infected erythrocyte surface protein	PF3D7_0103900	0	44	
PBANKA_0209300	PBANKA_0209300.1	Plasmodium berghei ANKA	PbANKA_02_v3:324,794..326,996(+)	actin-related protein ARP1	PF3D7_0103800	0	43	
PBANKA_0209400	PBANKA_0209400.1	Plasmodium berghei ANKA	PbANKA_02_v3:327,499..329,659(-)	L-seryl-tRNA(Sec) kinase, putative	PF3D7_0103700	0	44	
PBANKA_0209600	PBANKA_0209600.1	Plasmodium berghei ANKA	PbANKA_02_v3:333,603..339,009(-)	conserved Plasmodium protein, unknown function	PF3D7_0103500	0	40	
PBANKA_0209700	PBANKA_0209700.1	Plasmodium berghei ANKA	PbANKA_02_v3:340,868..345,481(+)	zinc-carboxypeptidase, putative	PF3D7_0103400	0	37	
PBANKA_0209900	PBANKA_0209900.1	Plasmodium berghei ANKA	PbANKA_02_v3:350,351..351,822(+)	nucleoside transporter 4, putative	PF3D7_0103200	0	47	
PBANKA_0210000	PBANKA_0210000.1	Plasmodium berghei ANKA	PbANKA_02_v3:352,921..356,811(+)	vacuolar protein sorting-associated protein 51, putative	PF3D7_0103100	0	50	
PBANKA_0210100	PBANKA_0210100.1	Plasmodium berghei ANKA	PbANKA_02_v3:357,472..359,210(+)	vacuolar protein sorting-associated protein VTA1, putative	PF3D7_0103000	0	45	
PBANKA_0210200	PBANKA_0210200.1	Plasmodium berghei ANKA	PbANKA_02_v3:360,274..362,334(+)	aspartate--tRNA ligase, putative	PF3D7_0102900	0	47	
PBANKA_0210400	PBANKA_0210400.1	Plasmodium berghei ANKA	PbANKA_02_v3:365,994..369,314(+)	DNA mismatch repair protein PMS1, putative	PF3D7_0726300	0	46	
PBANKA_0210600	PBANKA_0210600.1	Plasmodium berghei ANKA	PbANKA_02_v3:383,882..392,643(-)	ubiquitin carboxyl-terminal hydrolase, putative	PF3D7_0726500	0	48	
PBANKA_0210800	PBANKA_0210800.1	Plasmodium berghei ANKA	PbANKA_02_v3:398,347..398,859(-)	conserved Plasmodium protein, unknown function	PF3D7_0726700	0	45	
PBANKA_0210900	PBANKA_0210900.1	Plasmodium berghei ANKA	PbANKA_02_v3:399,067..399,676(-)	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative	PF3D7_0726800	0	40	
PBANKA_0211000	PBANKA_0211000.1	Plasmodium berghei ANKA	PbANKA_02_v3:400,844..402,160(+)	mitochondrial import inner membrane translocase subunit TIM50, putative	PF3D7_0726900	0	45	
PBANKA_0211100	PBANKA_0211100.1	Plasmodium berghei ANKA	PbANKA_02_v3:402,591..405,410(-)	vacuolar protein sorting-associated protein 53, putative	PF3D7_0727000	0	45	
PBANKA_0211200	PBANKA_0211200.1	Plasmodium berghei ANKA	PbANKA_02_v3:406,241..408,892(-)	conserved protein, unknown function	PF3D7_0727100	0	43	
PBANKA_0211300	PBANKA_0211300.1	Plasmodium berghei ANKA	PbANKA_02_v3:410,134..411,759(-)	cysteine desulfurase IscS, putative	PF3D7_0727200	0	45	
PBANKA_0211400	PBANKA_0211400.1	Plasmodium berghei ANKA	PbANKA_02_v3:412,707..415,028(-)	DNA (cytosine-5)-methyltransferase, putative	PF3D7_0727300	0	44	
PBANKA_0211500	PBANKA_0211500.1	Plasmodium berghei ANKA	PbANKA_02_v3:416,055..417,175(+)	proteasome subunit alpha type-5, putative	PF3D7_0727400	0	45	
PBANKA_0211600	PBANKA_0211600.1	Plasmodium berghei ANKA	PbANKA_02_v3:417,751..419,913(-)	mTERF domain-containing protein, putative	PF3D7_0727500	0	45	
PBANKA_0211700	PBANKA_0211700.1	Plasmodium berghei ANKA	PbANKA_02_v3:420,929..424,258(+)	conserved Plasmodium protein, unknown function	PF3D7_0727600	0	46	
PBANKA_0211800	PBANKA_0211800.1	Plasmodium berghei ANKA	PbANKA_02_v3:424,829..427,294(-)	conserved Plasmodium protein, unknown function	PF3D7_0727700	0	46	
PBANKA_0211900	PBANKA_0211900.1	Plasmodium berghei ANKA	PbANKA_02_v3:429,151..434,103(+)	cation transporting ATPase, putative	PF3D7_0727800	0	45	
PBANKA_0212100	PBANKA_0212100.1	Plasmodium berghei ANKA	PbANKA_02_v3:442,872..444,152(-)	eukaryotic translation initiation factor 2 subunit alpha	PF3D7_0728000	0	44	
PBANKA_0212300	PBANKA_0212300.1	Plasmodium berghei ANKA	PbANKA_02_v3:462,404..464,199(+)	actin-like protein, putative	PF3D7_0728200	0	34	
PBANKA_0212400	PBANKA_0212400.1	Plasmodium berghei ANKA	PbANKA_02_v3:464,787..465,497(-)	conserved protein, unknown function	PF3D7_0728300	0	44	
PBANKA_0212500	PBANKA_0212500.1	Plasmodium berghei ANKA	PbANKA_02_v3:466,326..466,832(+)	SDH5 domain-containing protein, putative	PF3D7_0728400	0	46	
PBANKA_0212600	PBANKA_0212600.1	Plasmodium berghei ANKA	PbANKA_02_v3:467,067..468,072(-)	conserved Plasmodium protein, unknown function	PF3D7_0728500	0	42	
PBANKA_0212700	PBANKA_0212700.1	Plasmodium berghei ANKA	PbANKA_02_v3:469,835..475,726(+)	RING zinc finger protein, putative	PF3D7_0728600	0	47	
PBANKA_0212800	PBANKA_0212800.1	Plasmodium berghei ANKA	PbANKA_02_v3:476,469..478,970(-)	alpha/beta hydrolase, putative	PF3D7_0728700	0	45	
PBANKA_0212800	PBANKA_0212800.2	Plasmodium berghei ANKA	PbANKA_02_v3:476,469..478,970(-)	alpha/beta hydrolase, putative	PF3D7_0728700	0	45	
PBANKA_0212900	PBANKA_0212900.1	Plasmodium berghei ANKA	PbANKA_02_v3:480,543..482,143(+)	conserved Plasmodium protein, unknown function	PF3D7_0728800	0	42	
PBANKA_0213000	PBANKA_0213000.1	Plasmodium berghei ANKA	PbANKA_02_v3:482,223..484,809(-)	RNA-binding protein, putative	PF3D7_0728900	0	47	
PBANKA_0213100	PBANKA_0213100.1	Plasmodium berghei ANKA	PbANKA_02_v3:485,406..486,660(+)	signal recognition particle subunit SRP9, putative	PF3D7_0729000	0	43	
PBANKA_0213200	PBANKA_0213200.1	Plasmodium berghei ANKA	PbANKA_02_v3:487,985..495,028(+)	conserved Plasmodium protein, unknown function	PF3D7_0729100,PF3D7_1440500	1	88	
PBANKA_0213300	PBANKA_0213300.1	Plasmodium berghei ANKA	PbANKA_02_v3:496,254..497,156(+)	1-cys peroxiredoxin, putative	PF3D7_0729200	0	45	
PBANKA_0213400	PBANKA_0213400.1	Plasmodium berghei ANKA	PbANKA_02_v3:497,780..500,251(-)	60S ribosomal export protein NMD3, putative	PF3D7_0729300	0	45	
PBANKA_0213500	PBANKA_0213500.1	Plasmodium berghei ANKA	PbANKA_02_v3:501,505..502,554(+)	ribosome biogenesis protein BRX1, putative	PF3D7_0729400	0	45	
PBANKA_0213600	PBANKA_0213600.1	Plasmodium berghei ANKA	PbANKA_02_v3:503,640..506,075(+)	N6-adenosine-methyltransferase MT-A70, putative	PF3D7_0729500	0	45	
PBANKA_0213700	PBANKA_0213700.1	Plasmodium berghei ANKA	PbANKA_02_v3:507,354..508,499(+)	COX assembly mitochondrial protein, putative	PF3D7_0729600	0	44	
PBANKA_0213800	PBANKA_0213800.1	Plasmodium berghei ANKA	PbANKA_02_v3:508,715..511,213(-)	conserved protein, unknown function	PF3D7_0729700	0	45	
PBANKA_0213900	PBANKA_0213900.1	Plasmodium berghei ANKA	PbANKA_02_v3:512,827..513,120(+)	dynein light chain, putative	PF3D7_0729800	0	45	
PBANKA_0214000	PBANKA_0214000.1	Plasmodium berghei ANKA	PbANKA_02_v3:514,747..530,043(+)	dynein heavy chain, putative	PF3D7_0729900,PF3D7_0905300,PF3D7_1023100,PF3D7_1122900,PF3D7_1465800	5	282	
PBANKA_0214100	PBANKA_0214100.1	Plasmodium berghei ANKA	PbANKA_02_v3:530,402..530,888(-)	conserved protein, unknown function	PF3D7_0730000	0	44	
PBANKA_0214200	PBANKA_0214200.1	Plasmodium berghei ANKA	PbANKA_02_v3:531,512..533,986(+)	tRNA pseudouridine synthase D, putative	PF3D7_0730100	0	45	
PBANKA_0214300	PBANKA_0214300.1	Plasmodium berghei ANKA	PbANKA_02_v3:534,570..537,816(-)	AP-4 complex subunit beta, putative	PF3D7_0730200	0	45	
PBANKA_0214500	PBANKA_0214500.1	Plasmodium berghei ANKA	PbANKA_02_v3:549,040..549,826(+)	IMP1-like protein, putative	PF3D7_0730400	0	45	
PBANKA_0214800	PBANKA_0214800.1	Plasmodium berghei ANKA	PbANKA_02_v3:564,778..566,528(-)	heat shock protein, putative	PF3D7_0113700,PF3D7_0201800,PF3D7_0213100,PF3D7_0501100	1	148	
PBANKA_0214900	PBANKA_0214900.1	Plasmodium berghei ANKA	PbANKA_02_v3:567,781..569,274(-)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0214951	PBANKA_0214951.1	Plasmodium berghei ANKA	PbANKA_02_v3:571,292..571,803(-)	conserved rodent malaria protein, unknown function	PF3D7_0803600	3	48	
PBANKA_0216701	PBANKA_0216701.1	Plasmodium berghei ANKA	PbANKA_02_v3:601,816..603,353(+)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0216781	PBANKA_0216781.1	Plasmodium berghei ANKA	PbANKA_02_v3:614,765..616,333(-)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0300800	PBANKA_0300800.1	Plasmodium berghei ANKA	PbANKA_03_v3:28,242..29,867(+)	octaprenyl pyrophosphate synthase, putative	PF3D7_0202700	0	43	
PBANKA_0300900	PBANKA_0300900.1	Plasmodium berghei ANKA	PbANKA_03_v3:30,365..31,102(-)	conserved Plasmodium protein, unknown function	PF3D7_0202800	0	42	
PBANKA_0301000	PBANKA_0301000.1	Plasmodium berghei ANKA	PbANKA_03_v3:31,915..36,786(-)	repetitive organellar protein, putative	PF3D7_0203000,PF3D7_1359700	1	69	
PBANKA_0301200	PBANKA_0301200.1	Plasmodium berghei ANKA	PbANKA_03_v3:41,130..41,777(+)	ERCC1 nucleotide excision repair protein, putative	PF3D7_0203300	0	45	
PBANKA_0301300	PBANKA_0301300.1	Plasmodium berghei ANKA	PbANKA_03_v3:42,182..43,084(-)	conserved Plasmodium protein, unknown function	PF3D7_0203400	0	45	
PBANKA_0301400	PBANKA_0301400.1	Plasmodium berghei ANKA	PbANKA_03_v3:45,915..47,393(+)	conserved Plasmodium protein, unknown function	PF3D7_0203600	0	45	
PBANKA_0301500	PBANKA_0301500.1	Plasmodium berghei ANKA	PbANKA_03_v3:48,172..49,347(-)	protein MAK16, putative	PF3D7_0203700	0	46	
PBANKA_0301600	PBANKA_0301600.1	Plasmodium berghei ANKA	PbANKA_03_v3:50,728..53,602(-)	conserved Plasmodium protein, unknown function	PF3D7_0203800	0	49	
PBANKA_0301700	PBANKA_0301700.1	Plasmodium berghei ANKA	PbANKA_03_v3:54,902..56,263(+)	5'-3' exonuclease, putative	PF3D7_0203900,PF3D7_0625300	1	88	
PBANKA_0301900	PBANKA_0301900.1	Plasmodium berghei ANKA	PbANKA_03_v3:59,868..65,258(-)	Sel1 repeat-containing protein, putative	PF3D7_0204100	0	43	
PBANKA_0302000	PBANKA_0302000.1	Plasmodium berghei ANKA	PbANKA_03_v3:67,983..69,423(+)	translocation protein SEC66, putative	PF3D7_0204200	0	45	
PBANKA_0302100	PBANKA_0302100.1	Plasmodium berghei ANKA	PbANKA_03_v3:70,066..72,033(-)	conserved Plasmodium protein, unknown function	PF3D7_0204300	0	40	
PBANKA_0302200	PBANKA_0302200.1	Plasmodium berghei ANKA	PbANKA_03_v3:72,431..73,227(-)	dynein light chain, putative	PF3D7_0204400	0	44	
PBANKA_0302300	PBANKA_0302300.1	Plasmodium berghei ANKA	PbANKA_03_v3:74,002..75,234(-)	aspartate aminotransferase, putative	PF3D7_0204500	0	47	
PBANKA_0302400	PBANKA_0302400.1	Plasmodium berghei ANKA	PbANKA_03_v3:76,581..79,532(-)	5'-3' exonuclease, putative	PF3D7_0204600	0	43	
PBANKA_0302500	PBANKA_0302500.1	Plasmodium berghei ANKA	PbANKA_03_v3:80,750..82,267(-)	hexose transporter	PF3D7_0204700	0	48	
PBANKA_0302600	PBANKA_0302600.1	Plasmodium berghei ANKA	PbANKA_03_v3:83,967..85,118(-)	3'-5' exonuclease, putative	PF3D7_0204800	0	44	
PBANKA_0302700	PBANKA_0302700.1	Plasmodium berghei ANKA	PbANKA_03_v3:85,780..87,109(+)	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative	PF3D7_0204900	0	45	
PBANKA_0302900	PBANKA_0302900.1	Plasmodium berghei ANKA	PbANKA_03_v3:89,952..91,007(-)	MORN repeat protein, putative	PF3D7_0205200	0	45	
PBANKA_0303100	PBANKA_0303100.1	Plasmodium berghei ANKA	PbANKA_03_v3:95,592..96,947(+)	PCI domain-containing protein, putative	PF3D7_0205400	0	45	
PBANKA_0303200	PBANKA_0303200.1	Plasmodium berghei ANKA	PbANKA_03_v3:97,434..97,988(-)	DNA-directed RNA polymerase II 16 kDa subunit, putative	PF3D7_0205500	0	46	
PBANKA_0303300	PBANKA_0303300.1	Plasmodium berghei ANKA	PbANKA_03_v3:100,992..102,851(+)	conserved Plasmodium protein, unknown function	PF3D7_0205600	0	46	
PBANKA_0303400	PBANKA_0303400.1	Plasmodium berghei ANKA	PbANKA_03_v3:104,205..105,369(+)	RNA-binding protein, putative	PF3D7_0205700	0	48	
PBANKA_0303500	PBANKA_0303500.1	Plasmodium berghei ANKA	PbANKA_03_v3:105,623..106,210(-)	PH domain-containing protein, putative	PF3D7_0205800	0	45	
PBANKA_0303600	PBANKA_0303600.1	Plasmodium berghei ANKA	PbANKA_03_v3:107,784..111,220(+)	26S proteasome regulatory subunit RPN1, putative	PF3D7_0205900	0	45	
PBANKA_0303700	PBANKA_0303700.1	Plasmodium berghei ANKA	PbANKA_03_v3:111,484..115,347(-)	DNA repair protein RAD2, putative	PF3D7_0206000	0	46	
PBANKA_0303800	PBANKA_0303800.1	Plasmodium berghei ANKA	PbANKA_03_v3:116,265..117,410(+)	cysteine desulfuration protein SufE	PF3D7_0206100	0	46	
PBANKA_0303900	PBANKA_0303900.1	Plasmodium berghei ANKA	PbANKA_03_v3:119,590..121,215(+)	pantothenate transporter	PF3D7_0206200	0	44	
PBANKA_0304200	PBANKA_0304200.1	Plasmodium berghei ANKA	PbANKA_03_v3:134,644..135,116(-)	DNA-directed RNA polymerase III subunit RPC10, putative	PF3D7_0206600	0	45	
PBANKA_0304300	PBANKA_0304300.1	Plasmodium berghei ANKA	PbANKA_03_v3:136,142..137,515(+)	adenylosuccinate lyase, putative	PF3D7_0206700	0	46	
PBANKA_0304500	PBANKA_0304500.1	Plasmodium berghei ANKA	PbANKA_03_v3:141,623..146,846(+)	conserved Plasmodium protein, unknown function	PF3D7_0207100	0	44	
PBANKA_0304600	PBANKA_0304600.1	Plasmodium berghei ANKA	PbANKA_03_v3:147,576..148,130(-)	iron-sulfur assembly protein, putative	PF3D7_0207200	0	45	
PBANKA_0304700	PBANKA_0304700.1	Plasmodium berghei ANKA	PbANKA_03_v3:149,412..152,465(-)	serine repeat antigen 5	PF3D7_0207300,PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800	4	381	
PBANKA_0304800	PBANKA_0304800.1	Plasmodium berghei ANKA	PbANKA_03_v3:153,928..157,135(-)	serine repeat antigen 4	PF3D7_0207300,PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800	4	381	
PBANKA_0304900	PBANKA_0304900.1	Plasmodium berghei ANKA	PbANKA_03_v3:158,235..161,950(-)	serine repeat antigen 3	PF3D7_0207300,PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800	4	381	
PBANKA_0305000	PBANKA_0305000.1	Plasmodium berghei ANKA	PbANKA_03_v3:163,296..167,127(-)	serine repeat antigen 2	PF3D7_0207300,PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800	4	381	
PBANKA_0305100	PBANKA_0305100.1	Plasmodium berghei ANKA	PbANKA_03_v3:168,669..173,334(-)	serine repeat antigen 1	PF3D7_0207300,PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800	4	381	
PBANKA_0305200	PBANKA_0305200.1	Plasmodium berghei ANKA	PbANKA_03_v3:175,108..181,666(+)	conserved Plasmodium protein, unknown function	PF3D7_0208100	0	50	
PBANKA_0305300	PBANKA_0305300.1	Plasmodium berghei ANKA	PbANKA_03_v3:182,052..182,948(-)	KRR1 small subunit processome component, putative	PF3D7_0208200	0	45	
PBANKA_0305400	PBANKA_0305400.1	Plasmodium berghei ANKA	PbANKA_03_v3:183,881..188,383(+)	conserved Plasmodium protein, unknown function	PF3D7_0208300	0	39	
PBANKA_0305500	PBANKA_0305500.1	Plasmodium berghei ANKA	PbANKA_03_v3:188,501..191,917(-)	conserved Plasmodium protein, unknown function	PF3D7_0208400	0	31	
PBANKA_0305600	PBANKA_0305600.1	Plasmodium berghei ANKA	PbANKA_03_v3:194,325..194,919(+)	acyl carrier protein, putative	PF3D7_0208500	0	45	
PBANKA_0305700	PBANKA_0305700.1	Plasmodium berghei ANKA	PbANKA_03_v3:195,923..197,128(+)	ribosome-recycling factor, putative	PF3D7_0208600,PF3D7_0420400	1	91	
PBANKA_0305800	PBANKA_0305800.1	Plasmodium berghei ANKA	PbANKA_03_v3:197,497..198,948(-)	SHS2 domain-containing protein, putative	PF3D7_0208700	0	48	
PBANKA_0305900	PBANKA_0305900.1	Plasmodium berghei ANKA	PbANKA_03_v3:199,807..200,463(+)	protein P22	PF3D7_0208800	0	46	
PBANKA_0306000	PBANKA_0306000.1	Plasmodium berghei ANKA	PbANKA_03_v3:201,621..208,484(+)	6-cysteine protein P230p	PF3D7_0208900,PF3D7_0404900,PF3D7_0508000,PF3D7_0612700	3	180	
PBANKA_0306100	PBANKA_0306100.1	Plasmodium berghei ANKA	PbANKA_03_v3:209,919..218,189(+)	6-cysteine protein P230	PF3D7_0209000	0	45	
PBANKA_0306200	PBANKA_0306200.1	Plasmodium berghei ANKA	PbANKA_03_v3:219,252..221,667(-)	patatin-like phospholipase 1, putative	PF3D7_0209100	0	45	
PBANKA_0306300	PBANKA_0306300.1	Plasmodium berghei ANKA	PbANKA_03_v3:223,112..225,036(-)	exosome complex component MTR3, putative	PF3D7_0209200	0	48	
PBANKA_0306400	PBANKA_0306400.1	Plasmodium berghei ANKA	PbANKA_03_v3:225,778..226,611(+)	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative	PF3D7_0209300	0	43	
PBANKA_0306500	PBANKA_0306500.1	Plasmodium berghei ANKA	PbANKA_03_v3:226,723..229,145(-)	conserved protein, unknown function	PF3D7_0209400	0	47	
PBANKA_0306600	PBANKA_0306600.1	Plasmodium berghei ANKA	PbANKA_03_v3:229,839..231,290(-)	conserved Plasmodium protein, unknown function	PF3D7_0209500	0	32	
PBANKA_0306700	PBANKA_0306700.1	Plasmodium berghei ANKA	PbANKA_03_v3:232,877..236,592(-)	transporter, putative	PF3D7_0209600	0	45	
PBANKA_0306800	PBANKA_0306800.1	Plasmodium berghei ANKA	PbANKA_03_v3:239,595..241,086(-)	ATP-dependent RNA helicase UAP56, putative	PF3D7_0209800	0	45	
PBANKA_0306900	PBANKA_0306900.1	Plasmodium berghei ANKA	PbANKA_03_v3:243,883..244,134(+)	Sec61-gamma subunit of protein translocation complex, putative	PF3D7_0210000	0	45	
PBANKA_0307000	PBANKA_0307000.1	Plasmodium berghei ANKA	PbANKA_03_v3:245,832..246,676(+)	60S ribosomal protein L37ae, putative	PF3D7_0210100	0	50	
PBANKA_0307100	PBANKA_0307100.1	Plasmodium berghei ANKA	PbANKA_03_v3:247,008..253,564(-)	conserved Plasmodium protein, unknown function	PF3D7_0210200	0	34	
PBANKA_0307200	PBANKA_0307200.1	Plasmodium berghei ANKA	PbANKA_03_v3:255,838..257,309(-)	monocarboxylate transporter, putative	PF3D7_0210300,PF3D7_0926400	1	94	
PBANKA_0307300	PBANKA_0307300.1	Plasmodium berghei ANKA	PbANKA_03_v3:258,253..259,067(+)	50S ribosomal protein L33, putative	PF3D7_0210400	0	44	
PBANKA_0307400	PBANKA_0307400.1	Plasmodium berghei ANKA	PbANKA_03_v3:259,598..263,575(+)	conserved Plasmodium protein, unknown function	PF3D7_0210500	0	43	
PBANKA_0307500	PBANKA_0307500.1	Plasmodium berghei ANKA	PbANKA_03_v3:263,666..265,613(-)	protein CERLI1, putative	PF3D7_0210600,PF3D7_0405200	1	93	
PBANKA_0307600	PBANKA_0307600.1	Plasmodium berghei ANKA	PbANKA_03_v3:267,347..268,291(+)	syntaxin, putative	PF3D7_0210700,PF3D7_1432000	1	90	
PBANKA_0307700	PBANKA_0307700.1	Plasmodium berghei ANKA	PbANKA_03_v3:268,853..270,040(-)	conserved Plasmodium protein, unknown function	PF3D7_0210800	0	44	
PBANKA_0307800	PBANKA_0307800.1	Plasmodium berghei ANKA	PbANKA_03_v3:272,847..273,695(-)	conserved Plasmodium protein, unknown function	PF3D7_0210900	0	44	
PBANKA_0307900	PBANKA_0307900.1	Plasmodium berghei ANKA	PbANKA_03_v3:280,868..284,185(+)	conserved Plasmodium protein, unknown function	PF3D7_0211100	0	46	
PBANKA_0308000	PBANKA_0308000.1	Plasmodium berghei ANKA	PbANKA_03_v3:284,581..285,261(-)	ras-related protein Rab-5A, putative	PF3D7_0211200	0	45	
