"# Program:featureCounts v2.0.0; Command:""featureCounts"" ""-T"" ""2"" ""-a"" ""/home/mahogny/mystore/ref_genome/pberghei/PlasmoDB-46_PbergheiANKA.gtf"" ""-o"" ""count.csv"" ""samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam""";;;;;;;;;;;;;;;;;;;;;;;
Geneid;Chr;Start;End;Strand;Length;samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam
PBANKA_0103400;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"155566;155918;156212;156386;156606;156834";"155757;156049;156277;156484;156734;157169";"-;-;-;-;-;-";954;257;45;18;4;106;92;119;47;66;36;4;0;5;10;19;5;3;0
PBANKA_0103500;PbANKA_01_v3;157943;162247;-;4305;433;94;126;96;133;177;272;63;107;74;4;0;0;5;14;4;16;2
PBANKA_0103700;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"163005;163292;163593";"163062;163470;163640";"-;-;-";285;151;21;2;36;36;22;15;0;19;20;1;0;0;1;0;10;14;2
PBANKA_0103800;PbANKA_01_v3;164310;164894;+;585;571;47;26;31;161;119;40;44;147;25;4;0;0;42;47;31;52;23
PBANKA_0103900;PbANKA_01_v3;168401;170608;+;2208;2138;166;194;211;162;324;199;152;203;119;4;0;8;31;34;18;36;4
PBANKA_0104000;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"171686;171840;172099;172359;172569;172884";"171730;171900;172226;172456;172695;173060";"-;-;-;-;-;-";636;620;67;91;17;101;94;90;58;83;38;3;0;16;11;15;2;13;2
PBANKA_0104100;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"173897;174189;174427;174576";"174010;174283;174498;175356";"+;+;+;+";1062;1139;114;76;164;93;125;95;42;47;63;4;0;23;25;11;0;8;5
PBANKA_0104200;PbANKA_01_v3;175962;176435;-;474;52;7;0;2;6;44;65;12;1;3;2;0;0;0;0;0;1;0
PBANKA_0104300;"PbANKA_01_v3;PbANKA_01_v3";"176651;176862";"176728;178580";"-;-";1797;457;87;23;76;89;79;102;37;132;45;4;0;4;7;0;0;3;0
PBANKA_0104400;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"179179;183508;183763;183931;184402;184844;185047";"183357;183650;183811;184210;184592;184918;185103";"-;-;-;-;-;-;-";4974;573;143;80;168;75;103;51;49;158;71;5;0;5;2;4;0;2;2
PBANKA_0104500;PbANKA_01_v3;187036;187815;+;780;224;0;36;46;57;49;0;18;8;0;0;0;139;16;0;0;4;0
PBANKA_0104600;PbANKA_01_v3;188330;193927;-;5598;969;209;72;250;148;128;101;80;212;87;17;0;88;36;27;28;24;4
PBANKA_0104700;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"196519;197035;197263;197622;197905";"196818;197162;197427;197727;198072";"+;+;+;+;+";867;431;133;63;57;46;115;50;56;78;77;4;0;16;180;76;53;111;26
PBANKA_0104800;PbANKA_01_v3;198567;201569;-;3003;670;115;122;84;82;106;39;14;94;58;4;0;14;12;14;0;6;0
PBANKA_0104900;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"204670;205002;205365;205647";"204794;205221;205508;206858";"+;+;+;+";1701;1545;144;233;32;88;105;170;33;130;35;3;0;30;77;43;51;61;16
PBANKA_0105000;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"207928;208083;208342;208518;208668";"208004;208208;208450;208578;208744";"-;-;-;-;-";450;444;34;103;103;68;80;40;16;38;46;4;0;110;45;36;22;35;18
PBANKA_0105100;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"210136;210301;210472;210716;210852";"210207;210362;210610;210764;210904";"-;-;-;-;-";375;59;83;12;22;33;12;62;20;11;0;0;0;9;4;0;0;0;0
PBANKA_0105200;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"211904;212123;212505;212912;213190";"211990;212326;212762;213048;214468";"-;-;-;-;-";1965;1007;134;136;70;102;239;150;73;114;60;11;0;4;12;26;2;10;0
PBANKA_0105300;"PbANKA_01_v3;PbANKA_01_v3";"216483;216660";"216516;221962";"-;-";5337;1970;224;211;233;159;279;299;92;220;153;16;0;23;94;57;82;94;18
PBANKA_0105400;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"224533;228551;228783;229036";"228360;228692;228928;229071";"+;+;+;+";4152;2875;392;277;291;271;422;290;131;393;163;14;0;11;35;49;22;29;2
PBANKA_0105500;PbANKA_01_v3;230049;230699;-;651;179;0;60;8;47;63;51;51;42;19;3;0;10;98;70;67;82;33
PBANKA_0105600;PbANKA_01_v3;233100;235901;+;2802;1281;138;100;90;126;209;228;80;31;36;5;0;3;27;24;71;54;10
PBANKA_0105700;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"236912;237109;237333;237656;237903;238046;238290;238483;238635;238799;238986;239146;239295;239550;239798;239974";"236991;237217;237515;237789;237954;238184;238365;238528;238684;238838;239057;239208;239448;239653;239854;240021";"+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+";1407;677;128;59;49;82;158;155;65;37;55;3;0;0;7;2;0;2;0
PBANKA_0105800;"PbANKA_01_v3;PbANKA_01_v3";"240576;241863";"241705;241896";"-;-";1164;343;67;42;3;44;128;135;27;87;34;12;0;12;33;19;15;12;5
PBANKA_0105900;"PbANKA_01_v3;PbANKA_01_v3";"242994;243302";"243162;244392";"+;+";1260;310;99;3;32;54;54;125;42;34;5;0;2;4;64;34;18;68;16
PBANKA_0106000;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"244883;245035;245183;245364;245514;245753;246053;246257;246421;246551;246809;247181;247633";"244915;245100;245245;245420;245574;245887;246142;246329;246458;246658;247075;247506;248217";"-;-;-;-;-;-;-;-;-;-;-;-;-";1902;567;121;150;29;164;185;103;27;127;79;11;0;11;61;28;11;17;6
PBANKA_0106100;PbANKA_01_v3;249342;250724;+;1383;234;36;12;32;39;32;60;4;123;34;0;0;2;0;4;1;8;2
PBANKA_0106200;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"251097;251309;251509;251716;251908";"251149;251355;251623;251811;253855";"-;-;-;-;-";2259;814;179;116;146;83;212;96;42;152;51;0;0;4;2;4;0;3;4
PBANKA_0106300;PbANKA_01_v3;258200;264727;+;6528;1557;218;222;185;215;383;212;106;165;115;20;0;14;7;20;6;11;6
PBANKA_0106400;"PbANKA_01_v3;PbANKA_01_v3";"265588;266038";"265843;267452";"-;-";1671;546;86;26;24;122;217;57;54;104;82;8;0;34;12;8;4;9;6
PBANKA_0106500;PbANKA_01_v3;268315;270678;+;2364;765;158;58;36;110;122;93;36;33;60;4;4;2;37;31;23;59;12
PBANKA_0106600;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"270985;271240;271422;271616;271794;271965;272113;272287;272406;272590;272779;273058";"271139;271313;271523;271681;271860;272029;272181;272320;272511;272668;272935;273139";"-;-;-;-;-;-;-;-;-;-;-;-";1056;683;55;40;110;112;215;97;14;69;53;12;2;0;78;45;63;76;18
PBANKA_0106700;PbANKA_01_v3;273659;277192;+;3534;905;253;60;140;80;247;126;40;157;74;4;0;6;36;30;32;78;6
PBANKA_0106800;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"277341;277565;277744;278107";"277402;277657;277970;278201";"-;-;-;-";477;166;2;63;37;26;26;65;29;60;28;3;0;5;4;7;2;4;0
PBANKA_0106900;PbANKA_01_v3;278666;281917;+;3252;441;118;135;146;141;270;69;47;164;92;7;1;5;6;11;14;26;6
PBANKA_0106950;PbANKA_01_v3;282506;283870;+;1365;390;80;10;0;41;108;76;24;73;45;4;0;0;9;0;6;4;0
PBANKA_0107000;"PbANKA_01_v3;PbANKA_01_v3";"284338;284461";"284370;284748";"-;-";321;463;11;158;53;8;43;32;29;20;39;6;0;0;9;12;6;6;8
PBANKA_0107100;"PbANKA_01_v3;PbANKA_01_v3";"285801;286645";"286399;286753";"-;-";708;834;169;69;203;118;131;122;55;72;60;4;1;7;68;65;54;78;33
PBANKA_0107200;"PbANKA_01_v3;PbANKA_01_v3";"288589;289005";"288619;289663";"+;+";690;421;80;102;30;59;144;82;8;63;16;0;0;31;13;6;12;5;4
PBANKA_0107300;"PbANKA_01_v3;PbANKA_01_v3";"291081;292675";"292590;292796";"+;+";1632;1869;157;132;176;243;288;183;78;281;75;13;0;16;300;210;176;292;52
PBANKA_0107400;PbANKA_01_v3;294827;296071;+;1245;2568;175;365;250;255;285;198;85;207;155;18;0;10;26;20;14;33;9
PBANKA_0107500;"PbANKA_01_v3;PbANKA_01_v3";"297139;299906";"299709;299950";"+;+";2616;562;208;99;131;139;185;221;86;205;43;17;0;7;27;20;12;26;2
PBANKA_0107600;PbANKA_01_v3;301998;318320;+;16323;4216;677;478;542;668;925;515;311;551;285;32;0;7;176;110;100;223;37
PBANKA_0107700;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"318879;319210;319380;319588;319844;320071;320261";"319037;319274;319467;319706;319985;320122;320670";"-;-;-;-;-;-;-";1035;730;15;219;109;39;159;125;35;127;57;9;0;14;50;30;10;51;6
PBANKA_0107800;"PbANKA_01_v3;PbANKA_01_v3";"322206;322601";"322413;323736";"+;+";1344;131;26;48;0;10;64;38;18;44;16;4;0;8;5;8;0;6;4
PBANKA_0107900;"PbANKA_01_v3;PbANKA_01_v3";"324834;327207";"327004;327357";"+;+";2322;485;94;98;30;80;163;43;44;89;27;5;4;22;18;11;12;26;4
PBANKA_0108000;PbANKA_01_v3;327781;329589;-;1809;212;21;94;52;45;53;27;33;50;22;4;0;10;7;8;4;0;2
PBANKA_0108100;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"330792;331030;331301;331496;331776;332039;332308;332583;332864;333297";"330896;331138;331393;331648;331875;332186;332443;332755;333142;335330";"+;+;+;+;+;+;+;+;+;+";3330;806;191;158;84;116;231;297;84;160;80;15;0;23;6;6;1;2;1
PBANKA_0108200;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"337150;337513;341989";"337426;341903;342054";"+;+;+";4734;1172;165;89;96;99;300;305;128;95;80;9;0;19;7;10;10;6;2
PBANKA_0108300;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"343077;343331;343949;344213";"343190;343852;344076;344303";"-;-;-;-";855;757;45;136;19;85;86;35;29;106;52;4;0;25;14;18;0;4;0
PBANKA_0108400;PbANKA_01_v3;347207;352450;+;5244;806;224;173;130;113;148;109;131;186;63;9;1;23;31;21;21;33;12
PBANKA_0108500;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"353132;353260;353780";"353134;353617;354372";"+;+;+";954;317;39;29;96;38;80;44;15;79;51;8;0;2;9;10;8;9;0
PBANKA_0108600;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"354635;356063;356348";"355752;356164;356417";"-;-;-";1290;289;40;26;86;60;121;47;34;77;42;2;0;4;16;16;18;21;6
PBANKA_0108700;PbANKA_01_v3;357597;359636;-;2040;425;87;80;152;159;57;90;117;120;53;6;5;10;76;47;75;93;25
PBANKA_0108800;PbANKA_01_v3;363203;363613;+;411;1192;121;115;121;50;87;72;81;148;41;12;4;54;35;33;19;27;13
PBANKA_0108900;"PbANKA_01_v3;PbANKA_01_v3";"364126;364599";"364396;364699";"-;-";372;494;83;12;29;36;95;55;38;46;24;4;2;0;24;9;13;18;9
PBANKA_0109000;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"366467;366660;367349";"366495;366788;367448";"+;+;+";258;172;83;42;77;84;114;67;38;84;52;10;0;3;11;1;5;17;5
PBANKA_0109100;PbANKA_01_v3;367720;369732;+;2013;2840;424;525;507;342;500;457;227;427;277;12;0;6;492;209;272;420;87
PBANKA_0109200;PbANKA_01_v3;370462;373986;-;3525;1797;325;434;216;252;431;401;177;318;173;11;0;12;56;34;40;77;18
PBANKA_0109300;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"375602;375835;376564";"375750;376398;376720";"-;-;-";870;783;124;112;140;153;289;181;122;193;39;2;0;4;6;5;0;8;1
PBANKA_0109400;PbANKA_01_v3;378228;378494;-;267;167;44;28;6;26;35;33;7;26;6;2;0;0;3;9;3;13;0
PBANKA_0109500;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"379499;379818;380478";"379700;380337;380595";"+;+;+";840;372;12;131;94;46;256;38;88;119;26;11;0;0;44;44;33;71;7
PBANKA_0109600;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"381814;381982;382624";"381816;382490;382954";"+;+;+";843;1085;60;172;270;73;263;158;64;114;124;8;2;4;117;84;104;167;46
PBANKA_0109700;PbANKA_01_v3;383303;385711;-;2409;1046;69;90;112;140;210;86;126;172;96;0;0;8;8;4;10;6;0
PBANKA_0109800;PbANKA_01_v3;392770;393882;-;1113;313;90;90;80;113;69;76;20;32;34;1;0;38;8;4;6;0;0
PBANKA_0109900;PbANKA_01_v3;395262;397115;-;1854;339;92;24;82;74;208;112;22;86;36;10;0;24;10;6;2;2;0
PBANKA_0110000;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"398398;398635;398872";"398446;398738;398874";"-;-;-";156;215;34;0;22;69;34;35;36;65;34;4;8;12;262;210;188;244;66
PBANKA_0110100;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"400224;400410;400580;400904;401128";"400322;400500;400726;400976;408553";"-;-;-;-;-";7836;2683;544;391;432;549;874;434;213;696;317;46;0;89;55;26;28;52;10
PBANKA_0110200;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"411711;412337;412586";"412072;412466;412630";"+;+;+";537;630;78;172;149;140;164;133;33;42;38;2;0;1;20;2;7;18;5
PBANKA_0110300;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"413202;413398;413593";"413233;413455;413673";"-;-;-";171;45;4;6;43;15;35;33;4;36;9;0;0;0;2;0;0;0;0
PBANKA_0110400;PbANKA_01_v3;414620;416326;-;1707;493;158;81;140;55;105;168;64;85;39;10;0;0;16;12;13;27;7
PBANKA_0110500;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"417832;418019;418434;418646;418931;419119;419277;419409";"417933;418329;418497;418796;419022;419191;419323;424673";"-;-;-;-;-;-;-;-";6105;2250;296;303;232;230;333;253;138;336;156;8;0;68;32;37;22;43;14
PBANKA_0110600;PbANKA_01_v3;425950;426303;+;354;62;15;0;0;16;36;18;9;12;4;3;1;0;4;2;0;8;0
PBANKA_0110700;PbANKA_01_v3;426330;427034;+;705;31;38;4;12;27;18;54;4;48;14;0;0;0;0;0;0;1;0
PBANKA_0110800;PbANKA_01_v3;427379;427738;-;360;84;4;36;0;4;11;32;5;36;2;0;0;1;0;0;0;0;0
PBANKA_0110900;PbANKA_01_v3;428391;429608;-;1218;372;94;0;94;45;72;143;8;8;30;4;0;4;29;12;24;12;2
PBANKA_0111000;PbANKA_01_v3;430565;431569;-;1005;718;41;122;108;44;96;115;58;52;30;11;0;5;7;8;6;0;0
PBANKA_0111100;PbANKA_01_v3;432195;433178;-;984;446;195;6;161;16;47;70;24;107;34;6;0;24;15;16;6;29;3
PBANKA_0111200;PbANKA_01_v3;435297;437330;+;2034;1211;98;132;130;89;173;75;61;125;65;4;0;18;59;49;45;45;7
PBANKA_0111300;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"438265;438290;438639;439389;439389;439582;439582;439840;439840;440063;440063";"438320;438320;438672;439439;439439;439691;439691;439935;439935;440094;440094";"-;-;-;-;-;-;-;-;-;-;-";379;264;17;12;42;117;103;49;34;64;24;6;0;12;116;137;79;169;35
PBANKA_0111400;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"442214;442491;442737;442927";"442270;442546;442800;442980";"+;+;+;+";231;185;20;9;0;27;58;20;59;33;16;6;0;22;24;14;12;12;6
PBANKA_0111500;"PbANKA_01_v3;PbANKA_01_v3";"443993;444128";"444032;444279";"+;+";192;53;56;41;1;0;12;22;0;11;1;5;0;0;6;2;1;5;0
PBANKA_0111600;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"444999;447938;448269;448487";"447847;448106;448328;448675";"-;-;-;-";3267;736;151;82;52;131;117;72;3;94;76;8;0;200;36;22;0;2;1
PBANKA_0111700;"PbANKA_01_v3;PbANKA_01_v3";"450549;450870";"450740;451316";"+;+";639;307;73;60;12;72;117;56;19;44;12;4;0;8;50;60;27;46;19
PBANKA_0111800;PbANKA_01_v3;451528;454530;-;3003;852;237;90;223;130;95;102;26;116;64;1;0;36;26;16;7;23;8
PBANKA_0111900;PbANKA_01_v3;457092;459260;+;2169;152;85;42;20;68;90;61;26;50;38;6;0;26;9;10;14;6;0
PBANKA_0112000;PbANKA_01_v3;459663;461609;-;1947;304;111;37;122;58;94;96;37;16;44;2;0;15;17;16;12;28;2
PBANKA_0112100;"PbANKA_01_v3;PbANKA_01_v3";"465529;470874";"470797;473341";"+;+";7737;1430;186;146;210;270;311;243;72;315;139;5;0;1;6;6;0;0;0
PBANKA_0112200;PbANKA_01_v3;473752;479628;-;5877;3590;325;424;302;268;406;314;192;346;203;18;0;6;12;4;0;0;0
PBANKA_0112300;PbANKA_01_v3;482503;485040;-;2538;1279;165;313;140;282;235;256;162;207;181;10;0;2;10;14;4;21;2
PBANKA_0112400;PbANKA_01_v3;486084;488519;-;2436;937;133;69;178;143;166;293;41;179;113;14;0;26;14;11;15;20;2
PBANKA_0112500;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"489776;490138;490325;490561";"489937;490210;490416;492033";"-;-;-;-";1800;2197;311;263;245;216;209;268;115;286;159;21;0;2;6;2;7;6;0
PBANKA_0112600;"PbANKA_01_v3;PbANKA_01_v3";"494648;494906";"494722;496159";"+;+";1329;933;69;146;221;150;185;136;43;139;47;6;0;0;0;0;0;0;0
PBANKA_0112621;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"498163;498311;499002;499173;499316;499354;499484;499700";"498308;499000;499170;499313;499351;499482;499594;499747";"+;+;+;+;+;+;+;+";1470;696;33;118;54;132;109;120;68;83;58;2;0;0;0;0;0;0;0
PBANKA_0112641;"PbANKA_01_v3;PbANKA_01_v3";"501042;501281";"501110;501904";"+;+";693;175;31;1;26;15;83;46;28;88;32;0;0;0;0;0;0;0;0
PBANKA_0112661;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"502777;502944;503125;503268;503542;503542;503706;503706;504088;504088";"502800;503174;503174;503371;503611;503611;503943;503943;504218;504218";"-;-;-;-;-;-;-;-;-;-";798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PBANKA_0112681;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"508005;508158;509067";"508016;508976;509126";"+;+;+";891;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PBANKA_0112701;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"510565;510844;511181;511452;511623;512010";"510645;511077;511290;511518;511875;512140";"-;-;-;-;-;-";876;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PBANKA_0112721;"PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3";"513815;513870;514036;514076;514179;514354;514625;514792;514845;514910;515175";"513868;513890;514074;514176;514263;514457;514694;514842;514908;515032;515305";"-;-;-;-;-;-;-;-;-;-;-";843;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PBANKA_0200400;"PbANKA_02_v3;PbANKA_02_v3";"2320;2632";"2396;3535";"+;+";981;1618;283;289;345;169;463;188;203;330;244;14;0;0;4;0;0;0;2
PBANKA_0200500;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"4858;5011;5936";"4923;5718;5950";"-;-;-";789;1087;173;185;257;121;335;122;91;263;71;12;0;0;0;0;0;0;0
PBANKA_0200600;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"9308;9629;9961;10201;10398;10777";"9438;9866;10030;10304;10628;10851";"+;+;+;+;+;+";849;41;21;0;30;39;68;63;30;47;13;7;0;0;0;0;0;0;0
PBANKA_0200650;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"12310;12555;12904;13131;13346;13775";"12422;12807;12970;13240;13513;13879";"+;+;+;+;+;+";816;1106;213;205;144;154;197;165;71;200;81;7;0;0;0;0;0;0;0
PBANKA_0200670;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"14312;14446;14534;14894;15208;15423";"14356;14531;14891;15205;15285;15437";"-;-;-;-;-;-";894;488;118;18;64;61;149;76;39;38;24;2;0;0;0;0;0;0;0
PBANKA_0200700;"PbANKA_02_v3;PbANKA_02_v3";"18570;19420";"19241;19488";"-;-";741;208;10;0;68;24;0;23;12;12;16;2;0;0;0;0;0;0;0
PBANKA_0200751;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"21872;22026;22190;23020";"21937;22187;22906;23037";"-;-;-;-";963;596;99;202;12;34;124;150;40;187;11;6;0;0;0;0;0;0;0
PBANKA_0201000;"PbANKA_02_v3;PbANKA_02_v3";"25817;26703";"26524;26771";"-;-";777;173;27;26;12;2;84;56;42;25;0;0;0;2;0;0;0;0;0
PBANKA_0201051;PbANKA_02_v3;33333;38633;+;5301;655;56;52;64;16;144;58;52;36;16;4;0;10;309;121;31;213;21
PBANKA_0201100;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"44400;44643;45181;45512";"44486;45179;45366;45526";"-;-;-;-";825;381;54;66;51;60;40;109;16;92;14;4;0;0;0;0;0;0;0
PBANKA_0201200;"PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3";"48887;49159;49489;49756;49926;49970";"49017;49393;49558;49832;49967;50086";"+;+;+;+;+;+";672;355;60;82;48;79;104;34;9;110;12;0;0;0;0;0;0;0;2
