id	new_id	description	old_id	gene_name	transcript_length
353	PBANKA_0216781	fam-a protein	NA		888
354	PBANKA_0216801	reticulocyte binding protein, putative	NA		3759
355	PBANKA_0300100	PIR protein	PBANKA_072300;PBANKA_030010		2526
356	PBANKA_0300200	PIR protein	PBANKA_030020		954
357	PBANKA_0300300	PIR protein	PBANKA_030030		939
358	PBANKA_0300400	PIR protein, pseudogene	PBANKA_030040		960
359	PBANKA_0300500	PIR protein, pseudogene	PBANKA_030050		1212
360	PBANKA_0300600	Plasmodium exported protein, unknown function	PBANKA_030060		1953
361	PBANKA_0300700	nucleic acid-binding protein, putative	PBANKA_030070		3384
362	PBANKA_0300800	octaprenyl pyrophosphate synthase, putative	PBANKA_030080	OPP	1626
363	PBANKA_0300900	conserved Plasmodium protein, unknown function	PBANKA_030090		363
364	PBANKA_0301000	repetitive organellar protein, putative	PBANKA_030100	ROPE	4872
365	PBANKA_0301100	conserved Plasmodium protein, unknown function	PBANKA_030110		1206
366	PBANKA_0301200	ERCC1 nucleotide excision repair protein, putative	PBANKA_030120	ERCC1	648
367	PBANKA_0301300	conserved protein, unknown function	PBANKA_030130		276
368	PBANKA_0301351	tRNA Glutamine	NA		72
369	PBANKA_0301400	conserved Plasmodium protein, unknown function	PBANKA_030140		1479
370	PBANKA_0301500	protein MAK16, putative	PBANKA_030150	MAK16	1050
371	PBANKA_0301600	conserved Plasmodium protein, unknown function	PBANKA_030160		1677
372	PBANKA_0301700	5'-3' exonuclease, putative	PBANKA_030170		1362
373	PBANKA_0301800	condensin-2 complex subunit H2, putative	PBANKA_030180	CAPH2	2328
374	PBANKA_0301900	Sel1 repeat-containing protein, putative	PBANKA_030190		5391
375	PBANKA_0302000	translocation protein SEC66, putative	PBANKA_030200	SEC66	831
376	PBANKA_0302100	conserved Plasmodium protein, unknown function	PBANKA_030210		1968
377	PBANKA_0302200	dynein light chain, putative	PBANKA_030220		324
378	PBANKA_0302300	aspartate aminotransferase, putative	PBANKA_030230	AspAT	1233
379	PBANKA_0302400	5'-3' exonuclease, putative	PBANKA_030240		2952
380	PBANKA_0302500	hexose transporter	PBANKA_030250	HT1	1518
381	PBANKA_0302600	3'-5' exonuclease, putative	PBANKA_030260		1152
382	PBANKA_0302700	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative	PBANKA_030270	COQ5	1089
383	PBANKA_0302800	conserved Plasmodium protein, unknown function	PBANKA_030280		1488
384	PBANKA_0302900	MORN repeat protein, putative	PBANKA_030290		594
385	PBANKA_0303000	conserved Plasmodium protein, unknown function	PBANKA_030300		1704
386	PBANKA_0303100	PCI domain-containing protein, putative	PBANKA_030310		1356
387	PBANKA_0303200	DNA-directed RNA polymerase II 16 kDa subunit, putative	PBANKA_030320		402
388	PBANKA_0303300	conserved Plasmodium protein, unknown function	PBANKA_030330		1860
389	PBANKA_0303400	RNA-binding protein, putative	PBANKA_030340		609
390	PBANKA_0303500	PH domain-containing protein, putative	PBANKA_030350	PH1	369
391	PBANKA_0303600	26S proteasome regulatory subunit RPN1, putative	PBANKA_030360	RPN1	2982
392	PBANKA_0303700	DNA repair protein RAD2, putative	PBANKA_030370	RAD2	3864
393	PBANKA_0303800	cysteine desulfuration protein SufE	PBANKA_030380	SufE	744
394	PBANKA_0303900	pantothenate transporter	PBANKA_030390	PAT	1626
395	PBANKA_0304000	pentafunctional AROM polypeptide, putative	PBANKA_030400	AROM	5934
396	PBANKA_0304100	conserved Plasmodium protein, unknown function	PBANKA_030410		3093
397	PBANKA_0304200	DNA-directed RNA polymerase III subunit RPC10, putative	PBANKA_030420		321
398	PBANKA_0304300	adenylosuccinate lyase, putative	PBANKA_030430	ADSL	1374
399	PBANKA_0304400	merozoite surface protein 4/5	PBANKA_030440	MSP4/5	606
400	PBANKA_0304500	conserved Plasmodium protein, unknown function	PBANKA_030450		4953
401	PBANKA_0304600	iron-sulfur assembly protein, putative	PBANKA_030460	ISCA1	555
402	PBANKA_0304700	serine repeat antigen 5	PBANKA_030470	SERA5	2160
403	PBANKA_0304800	serine repeat antigen 4	PBANKA_030480	SERA4	2772
404	PBANKA_0304900	serine repeat antigen 3	PBANKA_030490	SERA3	3291
405	PBANKA_0305000	serine repeat antigen 2	PBANKA_030500	SERA2	3369
406	PBANKA_0305100	serine repeat antigen 1	PBANKA_030510	SERA1	4221
407	PBANKA_0305200	conserved Plasmodium protein, unknown function	PBANKA_030520		4560
408	PBANKA_0305300	KRR1 small subunit processome component, putative	PBANKA_030530	KRR1	897
409	PBANKA_0305400	conserved Plasmodium protein, unknown function	PBANKA_030540		4503
410	PBANKA_0305500	conserved Plasmodium protein, unknown function	PBANKA_030550		3417
411	PBANKA_0305600	acyl carrier protein, putative	PBANKA_030560	ACP	420
412	PBANKA_0305700	ribosome-recycling factor, putative	PBANKA_030570	RRF1	1206
413	PBANKA_0305800	SHS2 domain-containing protein, putative	PBANKA_030580		669
414	PBANKA_0305900	protein P22	PBANKA_030590	Pb22	657
415	PBANKA_0306000	6-cysteine protein P230p	PBANKA_030600	P230p	6864
416	PBANKA_0306100	6-cysteine protein P230	PBANKA_030610	P230	8271
417	PBANKA_0306200	patatin-like phospholipase 1, putative	PBANKA_030620	PATPL1	2085
418	PBANKA_0306300	exosome complex component MTR3, putative	PBANKA_030630	MTR3	816
419	PBANKA_0306400	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative	PBANKA_030640	IspF	741
420	PBANKA_0306500	conserved protein, unknown function	PBANKA_030650		1365
421	PBANKA_0306600	conserved Plasmodium protein, unknown function	PBANKA_030660		1452
422	PBANKA_0306700	transporter, putative	PBANKA_030670		3030
423	PBANKA_0306800	ATP-dependent RNA helicase UAP56, putative	PBANKA_030680	UAP56	1401
424	PBANKA_0306900	Sec61-gamma subunit of protein translocation complex, putative	PBANKA_030690		252
425	PBANKA_0307000	60S ribosomal protein L37ae, putative	PBANKA_030700		291
426	PBANKA_0307100	conserved Plasmodium protein, unknown function	PBANKA_030710		6414
427	PBANKA_0307200	monocarboxylate transporter, putative	PBANKA_030720		1371
428	PBANKA_0307300	50S ribosomal protein L33, putative	PBANKA_030730		360
429	PBANKA_0307400	conserved Plasmodium protein, unknown function	PBANKA_030740		3978
430	PBANKA_0307500	protein CERLI1, putative	PBANKA_030750	CERLI1	1341
431	PBANKA_0307600	syntaxin, putative	PBANKA_030760		945
432	PBANKA_0307700	conserved Plasmodium protein, unknown function	PBANKA_030770		1188
433	PBANKA_0307800	conserved Plasmodium protein, unknown function	PBANKA_030780		849
434	PBANKA_0307900	conserved Plasmodium protein, unknown function	PBANKA_030790		3318
435	PBANKA_0308000	ras-related protein Rab-5A, putative	PBANKA_030800	RAB5a	681
436	PBANKA_0308100	ubiquinol-cytochrome-c reductase complex assembly factor 1, putative	PBANKA_030810		882
437	PBANKA_0308200	apicoplast beta-ketoacyl-acyl carrier protein synthase III precursor, putative	PBANKA_030820		1116
438	PBANKA_0308300	GAF domain-related protein, putative	PBANKA_030830		3528
439	PBANKA_0308400	UDP-N-acetylglucosamine transferase subunit ALG14, putative	PBANKA_030840	ALG14	615
440	PBANKA_0308500	tyrosine kinase-like protein, putative	PBANKA_030850	TKL1	2211
441	PBANKA_0308600	asparagine--tRNA ligase, putative	PBANKA_030860		1728
442	PBANKA_0308700	pseudouridine synthase, putative	PBANKA_030870		1173
443	PBANKA_0308800	GDP-fructose:GMP antiporter, putative	PBANKA_030880		924
444	PBANKA_0308900	conserved Plasmodium protein, unknown function	PBANKA_030890		2757
445	PBANKA_0309000	ribosomal protein L12, mitochondrial, putative	PBANKA_030900		789
446	PBANKA_0309100	eukaryotic peptide chain release factor subunit 1, putative	PBANKA_030910	ERF1	1287
447	PBANKA_0309200	conserved Plasmodium protein, unknown function	PBANKA_030920;PBANKA_030930		9708
448	PBANKA_0309400	conserved Plasmodium protein, unknown function	PBANKA_030940		10971
449	PBANKA_0309500	secreted protein with altered thrombospondin repeat domain	PBANKA_030950	SPATR	747
450	PBANKA_0309600	SRR1-like protein	PBANKA_030960		1032
451	PBANKA_0309700	multidrug efflux pump, putative	PBANKA_030970	MATE	2037
452	PBANKA_0309800	arginyl-tRNA--protein transferase, putative	PBANKA_030980	ATEL1	1044
453	PBANKA_0309900	conserved protein, unknown function	PBANKA_030990		501
454	PBANKA_0310000	protein SIS1, putative	PBANKA_031000	SIS1	1005
455	PBANKA_0310100	mitochondrial respiratory chain complex II subunit, putative	PBANKA_031010		384
456	PBANKA_0310200	conserved protein, unknown function	PBANKA_031020		237
457	PBANKA_0310300	protein kinase 7	PBANKA_031030	PK7	1050
458	PBANKA_0310400	tetratricopeptide repeat protein, putative	PBANKA_031040		1377
459	PBANKA_0310500	conserved Plasmodium protein, unknown function	PBANKA_031050		6045
460	PBANKA_0310600	conserved protein, unknown function	PBANKA_031060		465
461	PBANKA_0310700	conserved protein, unknown function	PBANKA_031070		2001
462	PBANKA_0310800	RTR1 domain-containing protein, putative	PBANKA_031080		2487
463	PBANKA_0310900	T-complex protein 1 subunit theta, putative	PBANKA_031090	CCT8	1632
464	PBANKA_0311000	protein transport protein SEC31, putative	PBANKA_031100	SEC31	4167
465	PBANKA_0311100	ribosomal protein L13, mitochondrial, putative	PBANKA_031110	mRPL13	639
466	PBANKA_0311200	conserved protein, unknown function	PBANKA_031120		1686
467	PBANKA_0311300	conserved Plasmodium protein, unknown function	PBANKA_031130		906
468	PBANKA_0311400	serine/threonine protein kinase STK2	PBANKA_031140	STK2	4953
469	PBANKA_0311500	conserved Plasmodium protein, unknown function	PBANKA_031150		900
470	PBANKA_0311600	conserved Plasmodium protein, unknown function	PBANKA_031160		3618
471	PBANKA_0311700	rhoptry neck protein 6, putative	PBANKA_031170	RON6	2085
472	PBANKA_0311800	acyl-CoA synthetase, putative	PBANKA_031180	ACS9	2262
473	PBANKA_0311900	RING zinc finger protein, putative	PBANKA_031190		900
474	PBANKA_0312000	conserved Plasmodium protein, unknown function	PBANKA_031200		738
475	PBANKA_0312100	conserved Plasmodium protein, unknown function	PBANKA_031210		2418
476	PBANKA_0312200	conserved Plasmodium protein, unknown function	PBANKA_031220		1632
477	PBANKA_0312300	conserved Plasmodium protein, unknown function	PBANKA_031230		1044
478	PBANKA_0312400	DNA-directed RNA polymerase II subunit RPB2, putative	PBANKA_031240	RPB2	3939
479	PBANKA_0312500	origin recognition complex subunit 5, putative	PBANKA_031250	ORC5	2448
480	PBANKA_0312600	palmitoyltransferase DHHC11, putative	PBANKA_031260	DHHC11	810
481	PBANKA_0312700	DEAD/DEAH box helicase, putative	PBANKA_031270		4398
482	PBANKA_0312800	conserved Plasmodium protein, unknown function	PBANKA_031280		3378
483	PBANKA_0312900	Alba domain-containing protein, putative	PBANKA_031290		699
484	PBANKA_0313000	conserved Plasmodium protein, unknown function	PBANKA_031300		3348
485	PBANKA_0313100	vacuolar protein sorting-associated protein 45, putative	PBANKA_031310	VPS45	2094
486	PBANKA_0313200	conserved Plasmodium protein, unknown function	PBANKA_031320		4830
487	PBANKA_0313300	sugar transporter, putative	PBANKA_031330		1743
488	PBANKA_0313400	autophagy-related protein 11, putative	PBANKA_031340	ATG11	4320
489	PBANKA_0313500	TMEM121 domain-containing protein, putative	PBANKA_031350		2619
490	PBANKA_0313600	conserved Plasmodium protein, unknown function	PBANKA_031360		1392
491	PBANKA_0313700	conserved Plasmodium membrane protein, unknown function	PBANKA_031370		2589
492	PBANKA_0313800	ATP synthase subunit alpha, mitochondrial, putative	PBANKA_031380		1647
493	PBANKA_0313900	conserved Plasmodium protein, unknown function	PBANKA_031390		4197
494	PBANKA_0314000	AP-2 complex subunit sigma, putative	PBANKA_031400	AP2S	426
495	PBANKA_0314100	conserved protein, unknown function	PBANKA_031410		453
496	PBANKA_0314200	calcium-dependent protein kinase 1	PBANKA_031420	CDPK1	1572
497	PBANKA_0314300	conserved Plasmodium protein, unknown function	PBANKA_031430		4290
498	PBANKA_0314400	E2F-associated phosphoprotein, putative	PBANKA_031440		678
499	PBANKA_0314500	40S ribosomal protein S26, putative	PBANKA_031450	RPS26	324
500	PBANKA_0314600	thioesterase/thiol ester dehydrase-isomerase, putative	PBANKA_031460		1515
501	PBANKA_0314700	replication factor C subunit 2, putative	PBANKA_031470	RFC2	993
502	PBANKA_0314800	conserved protein, unknown function	PBANKA_031480		957
503	PBANKA_0314900	SUZ domain-containing protein, putative	PBANKA_031490		2295
504	PBANKA_0315000	rRNA methyltransferase, putative	PBANKA_031500		1068
505	PBANKA_0315100	ATP-dependent RNA helicase DDX47, putative	PBANKA_031510	DDX47	1500
506	PBANKA_0315200	small nuclear ribonucleoprotein Sm D2, putative	PBANKA_031520	SNRPD2	306
507	PBANKA_0315300	patatin-like phospholipase, putative	PBANKA_031530		5298
508	PBANKA_0315400	pre-mRNA-processing protein 45, putative	PBANKA_031540	PRP45	1443
509	PBANKA_0315410	ribonuclease P	PBANKA_031541		520
510	PBANKA_0315420	Plasmodium RNA of unknown function RUF2	PBANKA_031542		121
511	PBANKA_0315430	small nucleolar RNA snoR01	PBANKA_031543		84
512	PBANKA_0315500	saccharopine dehydrogenase, putative, pseudogene	PBANKA_031550		1185
513	PBANKA_0315600	40S ribosomal protein S30, putative	PBANKA_031560		177
514	PBANKA_0315700	conserved Plasmodium protein, unknown function	PBANKA_031570		402
515	PBANKA_0315800	ribosome associated membrane protein RAMP4, putative	PBANKA_031580		207
516	PBANKA_0315900	pseudouridine synthase, putative	PBANKA_031590		957
517	PBANKA_0316000	replication factor C subunit 1, putative	PBANKA_031600	RFC1	2586
518	PBANKA_0316100	Plasmodium exported protein, unknown function	PBANKA_031610		777
519	PBANKA_0316200	Plasmodium exported protein, unknown function	PBANKA_031620		5220
520	PBANKA_0316300	fam-b protein	PBANKA_031630		819
521	PBANKA_0316400	PIR protein, pseudogene	NA		1089
522	PBANKA_0316500	fam-a protein, pseudogene	PBANKA_031650;PBANKA_021510		900
523	PBANKA_0316600	reticulocyte binding protein, putative	PBANKA_021520;PBANKA_021530;PBANKA_031660	Pb235	8196
524	PBANKA_0316650	PIR protein, pseudogene	PBANKA_031665		510
525	PBANKA_0316700	fam-b protein	PBANKA_021540;PBANKA_031670		582
526	PBANKA_0316800	erythrocyte membrane associated protein 2	PBANKA_021550;PBANKA_031680	EMAP2	1164
527	PBANKA_0316821	fam-a protein, pseudogene	PBANKA_021555		504
528	PBANKA_0316841	fam-b protein	PBANKA_021560		780
529	PBANKA_0316861	PIR protein	PBANKA_021610;PBANKA_000250		942
530	PBANKA_0316900	PIR protein	PBANKA_021620;PBANKA_000260;PBANKA_031690;PBANKA_000640		1059
531	PBANKA_0316921	fam-b protein, pseudogene	PBANKA_000590		747
532	PBANKA_0316941	PIR protein	NA		909
533	PBANKA_0316961	fam-a protein, pseudogene	PBANKA_050010		732
534	PBANKA_0316981	reticulocyte binding protein, putative	NA		8313
535	PBANKA_0317001	PIR protein	PBANKA_000170		909
536	PBANKA_0317021	fam-b protein	PBANKA_000180		744
537	PBANKA_0317041	PIR protein	NA		996
538	PBANKA_0317061	fam-a protein	NA		879
539	PBANKA_0317081	conserved rodent malaria protein, unknown function	NA		432
540	PBANKA_0317091	erythrocyte membrane antigen 1, pseudogene	NA		444
541	PBANKA_0317101	PIR protein	PBANKA_130040		885
542	PBANKA_0317121	fam-a protein, pseudogene	PBANKA_130035		834
543	PBANKA_0317141	fam-a protein	PBANKA_130030		849
544	PBANKA_0317161	erythrocyte membrane antigen 1	NA		570
545	PBANKA_0317181	PIR protein	PBANKA_000240		2232
546	PBANKA_0400100	PIR protein	PBANKA_040010		1827
547	PBANKA_0400200	PIR protein, pseudogene	PBANKA_040020		792
548	PBANKA_0400500	PIR protein	PBANKA_040050		2622
549	PBANKA_0400600	PIR protein	PBANKA_040060		939
550	PBANKA_0400700	fam-a protein, pseudogene	PBANKA_040070		792
551	PBANKA_0400800	fam-a protein, pseudogene	PBANKA_040080		777
552	PBANKA_0400850	PIR protein, pseudogene	NA		861
553	PBANKA_0400900	conserved protein, unknown function	PBANKA_040090		1119
554	PBANKA_0401000	pre-mRNA-splicing factor PRP46, putative	PBANKA_040100	PRP46	1857
555	PBANKA_0401100	serine/threonine protein kinase, putative	PBANKA_040110	SRPK1	3921
556	PBANKA_0401200	ABC transporter B family member 4, putative	PBANKA_040120	ABCB4	3825
557	PBANKA_0401300	CDGSH iron-sulfur domain-containing protein, putative	PBANKA_040130		531
558	PBANKA_0401400	RNA-binding protein, putative	PBANKA_040140		1425
559	PBANKA_0401500	exportin-1, putative	PBANKA_040150		3741
560	PBANKA_0401600	N-ethylmaleimide-sensitive fusion protein, putative	PBANKA_040160	NSF	2334
561	PBANKA_0401700	CLP1 P-loop domain-containing protein, putative	PBANKA_040170		3963
562	PBANKA_0401800	lipin, putative	PBANKA_040180		3282
563	PBANKA_0401900	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	PBANKA_040190	RPB6	459
564	PBANKA_0402000	palmitoyltransferase DHHC1, putative	PBANKA_040200	DHHC1	1836
565	PBANKA_0402100	spindle pole body protein, putative	PBANKA_040210		5475
566	PBANKA_0402200	plasmoredoxin	PBANKA_040220	Plrx	528
567	PBANKA_0402300	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative	PBANKA_040230	BCKDH-E2	1332
568	PBANKA_0402400	IBR domain protein, putative	PBANKA_040240		1722
569	PBANKA_0402500	phosphatidylethanolamine-binding protein, putative	PBANKA_040250		579
570	PBANKA_0402600	inner membrane complex protein 1a	PBANKA_040260	IMC1a	2355
571	PBANKA_0402700	inner membrane complex protein 1e	PBANKA_040270	IMC1e	1539
572	PBANKA_0402800	EH domain-containing protein, putative	PBANKA_040280	EHD	1590
573	PBANKA_0402900	conserved Plasmodium protein, unknown function	PBANKA_040290		3666
574	PBANKA_0403000	60S ribosomal protein L44, putative	PBANKA_040300	RPL44	312
575	PBANKA_0403100	1-cys-glutaredoxin-like protein-1, putative	PBANKA_040310	GLP1	507
576	PBANKA_0403200	circumsporozoite (CS) protein	PBANKA_040320	CSP	1023
577	PBANKA_0403300	conserved Plasmodium membrane protein, unknown function	PBANKA_040330		4107
578	PBANKA_0403400	conserved protein, unknown function	PBANKA_040340		519
579	PBANKA_0403500	elongation factor (EF-TS), putative	PBANKA_040350	EF-Ts	1146
580	PBANKA_0403600	conserved Plasmodium protein, unknown function	PBANKA_040360		10419
581	PBANKA_0403700	GRIP domain-containing protein, putative	PBANKA_040370		2700
582	PBANKA_0403800	transporter, putative	PBANKA_040380		2208
583	PBANKA_0403900	conserved protein, unknown function	PBANKA_040390		438
584	PBANKA_0404000	conserved Plasmodium protein, unknown function	PBANKA_040400		9936
585	PBANKA_0404100	DNA-(apurinic or apyrimidinic site) endonuclease, putative	PBANKA_040410	APE1	1623
586	PBANKA_0404200	ubiquitin-conjugating enzyme E2, putative	PBANKA_040420		420
587	PBANKA_0404300	P-loop containing nucleoside triphosphate hydrolase, putative	PBANKA_040430		2715
588	PBANKA_0404400	cytochrome b-c1 complex subunit 8, putative	PBANKA_040440	QCR8	411
589	PBANKA_0404500	conserved Plasmodium protein, unknown function	PBANKA_040450		1062
