gene	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	classification												
PBANKA_144110	GFPsort	-0.496453621	0.077522122	7.57E-11	-0.341409376	-0.651497866	notreduced	RFPsort	0.03181183	0.066036068	0.685002599	0.163883965	-0.100260305	notreduced	-0.341409376	None												
PBANKA_101980	GFPsort	-0.495817042	0.121791891	2.34E-05	-0.252233259	-0.739400824	notreduced	RFPsort	-0.440974219	0.120423157	0.000125189	-0.200127906	-0.681820532	notreduced	-0.252233259	None												
PBANKA_010460	GFPsort	-0.495271413	0.223198469	0.013244275	-0.048874474	-0.941668351	notreduced	RFPsort	-0.219417442	0.238798043	0.179089362	0.258178644	-0.697013528	notreduced	-0.048874474	None												
PBANKA_124020	GFPsort	-0.48950635	0.236685584	0.019311956	-0.016135181	-0.962877519	notreduced	RFPsort	-0.244708811	0.268175163	0.180753791	0.291641515	-0.781059136	notreduced	-0.016135181	None												
PBANKA_132210	GFPsort	-0.488791473	0.235290192	0.018882401	-0.018211089	-0.959371858	notreduced	RFPsort	-0.084392923	0.221878755	0.351840573	0.359364587	-0.528150434	notreduced	-0.018211089	None												
PBANKA_010740	GFPsort	-0.487122819	0.124662816	4.66E-05	-0.237797188	-0.736448451	notreduced	RFPsort	-0.372261448	0.13158853	0.002334824	-0.109084388	-0.635438508	notreduced	-0.237797188	None												
PBANKA_071630	GFPsort	-0.483912066	0.208341882	0.010098105	-0.067228302	-0.900595831	notreduced	RFPsort	-0.249255069	0.184898214	0.088818514	0.120541358	-0.619051496	notreduced	-0.067228302	None												
PBANKA_123960	GFPsort	-0.47595474	0.342553335	0.082350635	0.20915193	-1.161061409	nopower	RFPsort	-0.171153398	0.317596857	0.294977438	0.464040316	-0.806347111	notreduced	0.20915193	None												
PBANKA_083110	GFPsort	-0.474929477	0.103350697	2.16E-06	-0.268228083	-0.681630872	notreduced	RFPsort	-0.148681599	0.097717234	0.064061012	0.046752869	-0.344116068	notreduced	-0.268228083	None												
PBANKA_134970	GFPsort	-0.47114053	0.181428003	0.004704209	-0.108284523	-0.833996537	notreduced	RFPsort	0.204407802	0.160138582	0.899100551	0.524684966	-0.115869363	notreduced	-0.108284523	None												
PBANKA_093380	GFPsort	-0.468452799	0.121803703	6.00E-05	-0.224845394	-0.712060205	notreduced	RFPsort	-0.4602045	0.122432934	8.54E-05	-0.215338633	-0.705070367	notreduced	-0.224845394	None												
PBANKA_082040	GFPsort	-0.453013632	0.37334158	0.112487973	0.293669528	-1.199696792	nopower	RFPsort	0.053458114	0.396098855	0.553678862	0.845655824	-0.738739595	notreduced	0.293669528	None												
PBANKA_040460	GFPsort	-0.452937171	0.259362053	0.040374993	0.065786935	-0.971661277	notreduced	RFPsort	-0.18773678	0.256728746	0.232308612	0.325720712	-0.701194272	notreduced	0.065786935	None												
PBANKA_111920	GFPsort	-0.448696256	0.315873024	0.077731717	0.183049793	-1.080442305	nopower	RFPsort	-0.287158726	0.342796319	0.201101041	0.398433913	-0.972751365	notreduced	0.183049793	None												
PBANKA_021460	GFPsort	-0.44791923	0.540649988	0.203698559	0.633380747	-1.529219207	nopower	RFPsort	-0.309423194	0.539814655	0.283253743	0.770206116	-1.389052504	nopower	0.633380747	None												
PBANKA_110820	GFPsort	-0.441038556	0.24309358	0.034817714	0.045148603	-0.927225715	notreduced	RFPsort	-0.201074531	0.254322948	0.21458091	0.307571365	-0.709720426	notreduced	0.045148603	None												
PBANKA_031050	GFPsort	-0.440208728	0.211106081	0.018523356	-0.017996566	-0.86242089	notreduced	RFPsort	-0.358230015	0.225824821	0.056333577	0.093419627	-0.809879657	notreduced	-0.017996566	None												
PBANKA_091910	GFPsort	-0.437274737	0.977961731	0.327391076	1.518648725	-2.393198199	nopower	RFPsort	-0.186652273	1.136799309	0.434790373	2.086946346	-2.460250891	nopower	1.518648725	None												
PBANKA_145540	GFPsort	-0.435556719	0.209136449	0.018641854	-0.017283821	-0.853829616	notreduced	RFPsort	-0.41500845	0.226910005	0.033703089	0.038811561	-0.868828461	notreduced	-0.017283821	None												
PBANKA_121830	GFPsort	-0.433922409	0.230738217	0.030014321	0.027554025	-0.895398843	notreduced	RFPsort	-0.364585981	0.258458325	0.079178631	0.152330668	-0.88150263	notreduced	0.027554025	None												
PBANKA_131970	GFPsort	-0.426628585	0.189764879	0.012281857	-0.047098828	-0.806158342	notreduced	RFPsort	-0.201837225	0.207473075	0.16531747	0.213108925	-0.616783375	notreduced	-0.047098828	None												
PBANKA_113340	GFPsort	-0.422713157	0.116590178	0.000144127	-0.1895328	-0.655893513	notreduced	RFPsort	-0.454000672	0.123901302	0.00012405	-0.206198068	-0.701803276	notreduced	-0.206198068	None												
PBANKA_131150	GFPsort	-0.416808238	0.238822722	0.04046963	0.060837206	-0.894453682	notreduced	RFPsort	-0.531411545	0.254585642	0.018427863	-0.02224026	-1.04058283	nopower	-0.02224026	None												
PBANKA_121340	GFPsort	-0.416016896	0.212467245	0.025113341	0.008917594	-0.840951386	notreduced	RFPsort	0.151866877	0.207030421	0.768388053	0.565927719	-0.262193965	notreduced	0.008917594	None												
PBANKA_031580	GFPsort	-0.414405707	0.112104364	0.00010925	-0.190196979	-0.638614434	notreduced	RFPsort	-0.218393029	0.111084585	0.024648924	0.003776142	-0.440562199	notreduced	-0.190196979	None												
PBANKA_021330	GFPsort	-0.412503608	0.236515304	0.040571834	0.060526999	-0.885534216	notreduced	RFPsort	-0.037225886	0.242500796	0.438998721	0.447775705	-0.522227477	notreduced	0.060526999	None												
PBANKA_094010	GFPsort	-0.402281169	0.14612937	0.002953396	-0.110022429	-0.694539909	notreduced	RFPsort	-0.690843991	0.161890823	9.89E-06	-0.367062345	-1.014625637	nopower	-0.367062345	None												
PBANKA_121180	GFPsort	-0.400969281	0.12247463	0.000530377	-0.156020021	-0.645918541	notreduced	RFPsort	-0.080009429	0.121103356	0.254411786	0.162197283	-0.32221614	notreduced	-0.156020021	None												
PBANKA_080690	GFPsort	-0.398701191	0.233583336	0.043921198	0.06846548	-0.865867862	notreduced	RFPsort	-0.083056915	0.248863612	0.369286103	0.41467031	-0.58078414	notreduced	0.06846548	None												
PBANKA_142750	GFPsort	-0.396145683	0.188646342	0.017867133	-0.018853	-0.773438367	notreduced	RFPsort	-0.348941704	0.196945968	0.038216901	0.044950232	-0.74283364	notreduced	-0.018853	None												
PBANKA_031360	GFPsort	-0.394170774	0.223381923	0.038818884	0.052593072	-0.84093462	notreduced	RFPsort	0.023342708	0.231448601	0.540167148	0.48623991	-0.439554493	notreduced	0.052593072	None												
PBANKA_051660	GFPsort	-0.392605236	0.145440515	0.003473008	-0.101724206	-0.683486265	notreduced	RFPsort	0.1653858	0.141434453	0.878867855	0.448254707	-0.117483106	notreduced	-0.101724206	None												
PBANKA_145770	GFPsort	-0.391149285	0.11371385	0.000291106	-0.163721586	-0.618576984	notreduced	RFPsort	-0.094041378	0.109199025	0.194566024	0.124356672	-0.312439429	notreduced	-0.163721586	None												
PBANKA_092930	GFPsort	-0.385890555	0.206268733	0.030685392	0.026646911	-0.798428022	notreduced	RFPsort	-0.192293544	0.203361784	0.172183046	0.214430025	-0.599017112	notreduced	0.026646911	None												
PBANKA_092020	GFPsort	-0.385450375	0.208908871	0.032514067	0.032367368	-0.803268117	notreduced	RFPsort	-0.66848534	0.232485643	0.002017686	-0.203514054	-1.133456626	nopower	-0.203514054	None												
PBANKA_142920	GFPsort	-0.382824562	0.212612497	0.035885015	0.042400433	-0.808049556	notreduced	RFPsort	-0.188007597	0.235361721	0.212202389	0.282715845	-0.658731038	notreduced	0.042400433	None												
PBANKA_082380	GFPsort	-0.382035088	0.09974416	6.40E-05	-0.182546768	-0.581523407	notreduced	RFPsort	-0.282228785	0.098505247	0.002084294	-0.08521829	-0.479239279	notreduced	-0.182546768	None												
PBANKA_111430	GFPsort	-0.381246062	0.300348862	0.102159178	0.219451662	-0.981943787	notreduced	RFPsort	0.038566393	0.268319582	0.557144366	0.575205557	-0.49807277	notreduced	0.219451662	None												
PBANKA_062200	GFPsort	-0.378437275	0.224937724	0.046244768	0.071438172	-0.828312722	notreduced	RFPsort	-0.159578547	0.224478725	0.238577767	0.289378903	-0.608535998	notreduced	0.071438172	None												
PBANKA_130480	GFPsort	-0.375447301	0.502652801	0.227552401	0.629858301	-1.380752903	nopower	RFPsort	-0.637435774	0.49676255	0.099714509	0.356089326	-1.630960874	nopower	0.356089326	None												
PBANKA_093890	GFPsort	-0.374844364	0.506923629	0.229817083	0.639002895	-1.388691622	nopower	RFPsort	0.721584799	0.398036075	0.965073509	1.517656949	-0.07448735	notreduced	0.639002895	None												
PBANKA_110960	GFPsort	-0.371618231	0.164510175	0.011943631	-0.04259788	-0.700638581	notreduced	RFPsort	-0.386274268	0.162752102	0.008812813	-0.060770064	-0.711778471	notreduced	-0.060770064	None												
PBANKA_040410	GFPsort	-0.367729517	0.218819359	0.046428445	0.069909201	-0.805368235	notreduced	RFPsort	-0.161081518	0.218129704	0.230115455	0.275177891	-0.597340927	notreduced	0.069909201	None												
PBANKA_146300	GFPsort	-0.367539756	0.294511749	0.10602231	0.221483742	-0.956563255	notreduced	RFPsort	0.144637694	0.271727073	0.702737537	0.68809184	-0.398816451	notreduced	0.221483742	None												
PBANKA_123280	GFPsort	-0.363572881	0.337175589	0.140452301	0.310778296	-1.037924058	nopower	RFPsort	0.299235939	0.31916729	0.825762662	0.93757052	-0.339098642	notreduced	0.310778296	None												
PBANKA_041810	GFPsort	-0.360694068	0.110894011	0.000571768	-0.138906047	-0.582482089	notreduced	RFPsort	-0.199768693	0.108842971	0.033224376	0.01791725	-0.417454636	notreduced	-0.138906047	None												
PBANKA_135120	GFPsort	-0.360682517	0.165315832	0.014562945	-0.030050852	-0.691314182	notreduced	RFPsort	0.254190752	0.144732796	0.960479363	0.543656344	-0.035274839	notreduced	-0.030050852	None												
PBANKA_143870	GFPsort	-0.354410038	0.213104886	0.048148416	0.071799734	-0.78061981	notreduced	RFPsort	0.319917798	0.203831096	0.941737055	0.72757999	-0.087744393	notreduced	0.071799734	None												
PBANKA_143540	GFPsort	-0.352273803	0.095991182	0.000121344	-0.16029144	-0.544256167	notreduced	RFPsort	-0.303888295	0.092192344	0.000489938	-0.119503606	-0.488272984	notreduced	-0.16029144	None												
PBANKA_051050	GFPsort	-0.352143298	0.226016495	0.059611591	0.099889692	-0.804176288	notreduced	RFPsort	-0.806789552	0.280022045	0.001981045	-0.246745462	-1.366833643	nopower	-0.246745462	None												
PBANKA_141470	GFPsort	-0.350824454	0.154354996	0.011517864	-0.042114462	-0.659534446	notreduced	RFPsort	0.095572772	0.147193692	0.741927555	0.389960157	-0.198814612	notreduced	-0.042114462	None												
PBANKA_061110	GFPsort	-0.34965426	0.149434855	0.009645896	-0.05078455	-0.648523969	notreduced	RFPsort	-0.156433134	0.160555099	0.164947153	0.164677063	-0.477543332	notreduced	-0.05078455	None												
PBANKA_111500	GFPsort	-0.342807652	0.129496429	0.004057631	-0.083814794	-0.601800511	notreduced	RFPsort	-0.040084005	0.12310269	0.372358068	0.206121374	-0.286289385	notreduced	-0.083814794	None												
PBANKA_122300	GFPsort	-0.342739215	0.251578339	0.086542809	0.160417462	-0.845895892	notreduced	RFPsort	-0.932479989	0.309892051	0.001310339	-0.312695886	-1.552264091	nopower	-0.312695886	None												
PBANKA_021200	GFPsort	-0.342278991	0.128952302	0.003973575	-0.084374388	-0.600183595	notreduced	RFPsort	-0.13174154	0.127573766	0.150879292	0.123405993	-0.386889072	notreduced	-0.084374388	None												
PBANKA_090530	GFPsort	-0.340556604	0.246397093	0.083463534	0.152237582	-0.83335079	notreduced	RFPsort	-0.217881048	0.259322669	0.200400138	0.300764289	-0.736526385	notreduced	0.152237582	None												
PBANKA_131690	GFPsort	-0.335686215	0.314480866	0.142888922	0.293275517	-0.964647947	notreduced	RFPsort	-0.612201	0.369531063	0.048790376	0.126861125	-1.351263125	nopower	0.126861125	None												
PBANKA_090520	GFPsort	-0.331447322	0.208788791	0.05620237	0.086130259	-0.749024904	notreduced	RFPsort	0.226005443	0.202976584	0.867243626	0.631958612	-0.179947726	notreduced	0.086130259	None												
PBANKA_123490	GFPsort	-0.328585545	0.180854882	0.034620316	0.033124219	-0.690295309	notreduced	RFPsort	-0.247218911	0.182433063	0.087689473	0.117647216	-0.612085038	notreduced	0.033124219	None												
PBANKA_121000	GFPsort	-0.327720258	0.224665051	0.072323022	0.121609844	-0.77705036	notreduced	RFPsort	-0.082139185	0.225771768	0.357998032	0.369404351	-0.533682721	notreduced	0.121609844	None												
PBANKA_052210	GFPsort	-0.32759165	0.441646223	0.229119023	0.555700796	-1.210884096	nopower	RFPsort	-0.797129	0.589908887	0.088303714	0.382688773	-1.976946774	nopower	0.382688773	None												
PBANKA_080250	GFPsort	-0.327508202	0.312613232	0.147400721	0.297718262	-0.952734666	notreduced	RFPsort	0.083515257	0.307397484	0.607067847	0.698310224	-0.53127971	notreduced	0.297718262	None												
PBANKA_134940	GFPsort	-0.318378375	0.091287648	0.000243653	-0.13580308	-0.50095367	notreduced	RFPsort	0.105068231	0.082348521	0.899004034	0.269765274	-0.059628811	notreduced	-0.13580308	None												
PBANKA_070850	GFPsort	-0.316831423	0.134165284	0.009100567	-0.048500856	-0.585161991	notreduced	RFPsort	-0.158964284	0.131175332	0.112785694	0.10338638	-0.421314947	notreduced	-0.048500856	None												
PBANKA_140240	GFPsort	-0.31573873	0.198662231	0.055993586	0.081585731	-0.713063192	notreduced	RFPsort	0.155250187	0.196257479	0.785543646	0.547765146	-0.237264771	notreduced	0.081585731	None												
PBANKA_050230	GFPsort	-0.30955291	0.179201557	0.042047855	0.048850205	-0.667956025	notreduced	RFPsort	-0.231452071	0.192305865	0.114379417	0.153159659	-0.616063801	notreduced	0.048850205	None												
PBANKA_071750	GFPsort	-0.308383023	0.139905302	0.013754197	-0.028572418	-0.588193627	notreduced	RFPsort	0.600979939	0.120597059	0.999999688	0.842174057	0.359785821	notreduced	-0.028572418	None												
PBANKA_113740	GFPsort	-0.306427148	0.233121317	0.094346807	0.159815487	-0.772669783	notreduced	RFPsort	-0.180435454	0.241354649	0.227352334	0.302273843	-0.663144751	notreduced	0.159815487	None												
PBANKA_102600	GFPsort	-0.30461495	0.239494685	0.101703094	0.17437442	-0.78360432	notreduced	RFPsort	-0.442025293	0.240668539	0.033130354	0.039311784	-0.92336237	notreduced	0.039311784	None												
PBANKA_110880	GFPsort	-0.303909602	0.160379282	0.029049975	0.016848961	-0.624668165	notreduced	RFPsort	-0.31334373	0.1677741	0.030905256	0.02220447	-0.648891929	notreduced	0.016848961	None												
PBANKA_123240	GFPsort	-0.302948361	0.201406104	0.066269221	0.099863847	-0.705760569	notreduced	RFPsort	-0.502814996	0.208280052	0.00788643	-0.086254893	-0.919375099	notreduced	-0.086254893	None												
PBANKA_132890	GFPsort	-0.294659032	0.126168035	0.009759984	-0.042322962	-0.546995102	notreduced	RFPsort	-0.068679058	0.122768105	0.287937211	0.176857151	-0.314215267	notreduced	-0.042322962	None												
PBANKA_103480	GFPsort	-0.293527802	0.290779333	0.156378937	0.288030865	-0.875086469	notreduced	RFPsort	-0.330777438	0.330909699	0.158751987	0.331041961	-0.992596836	notreduced	0.288030865	None												
PBANKA_080720	GFPsort	-0.292668565	0.275310081	0.143879487	0.257951596	-0.843288726	notreduced	RFPsort	0.089722931	0.254332801	0.637872434	0.598388532	-0.418942671	notreduced	0.257951596	None												
PBANKA_093100	GFPsort	-0.290976561	0.188823484	0.061658668	0.086670407	-0.66862353	notreduced	RFPsort	-0.090601637	0.190558496	0.31723201	0.290515355	-0.471718629	notreduced	0.086670407	None												
PBANKA_050060	GFPsort	-0.286985325	0.185601942	0.061023193	0.08421856	-0.658189209	notreduced	RFPsort	0.06971529	0.189780253	0.643320063	0.449275795	-0.309845216	notreduced	0.08421856	None												
PBANKA_051900	GFPsort	-0.283688494	0.148395605	0.027957076	0.013102716	-0.580479704	notreduced	RFPsort	-0.070582819	0.154599503	0.323996295	0.238616187	-0.379781825	notreduced	0.013102716	None												
PBANKA_141440	GFPsort	-0.283169625	0.665986191	0.335349658	1.048802756	-1.615142006	nopower	RFPsort	0.737611279	0.56281275	0.905000194	1.863236778	-0.38801422	notreduced	1.048802756	None												
PBANKA_120800	GFPsort	-0.281882278	0.192882422	0.071950073	0.103882566	-0.667647122	notreduced	RFPsort	-0.03880098	0.197724657	0.422212165	0.356648335	-0.434250294	notreduced	0.103882566	None												
PBANKA_090150	GFPsort	-0.281364573	0.172985204	0.051919124	0.064605835	-0.62733498	notreduced	RFPsort	-0.054647897	0.169484838	0.373561467	0.284321779	-0.393617574	notreduced	0.064605835	None												
PBANKA_130520	GFPsort	-0.276707158	0.235256569	0.119758857	0.193805981	-0.747220296	notreduced	RFPsort	-0.582517785	0.245659601	0.008864266	-0.091198583	-1.073836988	nopower	-0.091198583	None												
PBANKA_102910	GFPsort	-0.273461041	0.245106377	0.132278905	0.216751712	-0.763673795	notreduced	RFPsort	-0.076241864	0.243788459	0.377239941	0.411335054	-0.563818783	notreduced	0.216751712	None												
PBANKA_142160	GFPsort	-0.273325425	0.173700404	0.057796324	0.074075384	-0.620726234	notreduced	RFPsort	-0.096528652	0.170879874	0.286073656	0.245231096	-0.438288401	notreduced	0.074075384	None												
PBANKA_145030	GFPsort	-0.271205298	0.8724776	0.37795923	1.473749902	-2.016160497	nopower	RFPsort	-0.552364463	1.163803411	0.317528897	1.775242358	-2.879971284	nopower	1.473749902	None												
PBANKA_051720	GFPsort	-0.269031349	0.088717996	0.001212956	-0.091595358	-0.44646734	notreduced	RFPsort	0.020730274	0.078956885	0.603551981	0.178644045	-0.137183497	notreduced	-0.091595358	None												
PBANKA_093470	GFPsort	-0.268155973	0.187193874	0.075999817	0.106231774	-0.64254372	notreduced	RFPsort	-0.147111228	0.19705054	0.227662798	0.246989853	-0.541212309	notreduced	0.106231774	None												
PBANKA_132470	GFPsort	-0.264783753	0.202642557	0.095665086	0.140501361	-0.670068867	notreduced	RFPsort	-0.006135682	0.202655545	0.487923306	0.399175408	-0.411446772	notreduced	0.140501361	None												
PBANKA_121690	GFPsort	-0.263918306	0.093159905	0.002305956	-0.077598495	-0.450238117	notreduced	RFPsort	-0.158485502	0.0902346	0.039512478	0.021983699	-0.338954702	notreduced	-0.077598495	None												
PBANKA_071450	GFPsort	-0.263810843	0.244485502	0.140283848	0.225160162	-0.752781847	notreduced	RFPsort	-0.317596204	0.259395737	0.110406453	0.201195271	-0.836387678	notreduced	0.201195271	None												
PBANKA_094230	GFPsort	-0.258935442	0.148714732	0.040828181	0.038494021	-0.556364905	notreduced	RFPsort	-0.04440377	0.15056414	0.384029034	0.25672451	-0.34553205	notreduced	0.038494021	None												
PBANKA_124440	GFPsort	-0.257828794	0.208185396	0.10777321	0.158541998	-0.674199586	notreduced	RFPsort	-0.088199973	0.210690066	0.337745379	0.33318016	-0.509580106	notreduced	0.158541998	None												
PBANKA_134810	GFPsort	-0.25677843	0.2456873	0.147978376	0.234596169	-0.74815303	notreduced	RFPsort	0.445266943	0.227692309	0.974741747	0.90065156	-0.010117675	notreduced	0.234596169	None												
PBANKA_143060	GFPsort	-0.254966054	0.237220394	0.141230655	0.219474735	-0.729406842	notreduced	RFPsort	-0.501154348	0.266335521	0.029940727	0.031516695	-1.03382539	nopower	0.031516695	None												
